player_name_raw_skillcorner,player_name_normalized,dominant_team_name,team_season_key,team_season_signature,season_scope,sc_total_minutes,SC_Primary_Position,SC_Primary_Position_Minutes,SC_Primary_Position_Share,SC_Primary_Position_Group,SC_Secondary_Position,SC_Secondary_Position_Minutes,SC_Secondary_Position_Share,SC_Secondary_Position_Group,SC_All_Positions_Detail,analysis_position_code,analysis_position_jp,analysis_position_source
Fumiya Takayanagi,Fumiya Takayanagi,北九州,2025|北九州; 2024|鳥取; 2024|大宮,2025|北九州|2323.94; 2024|鳥取|1218.97; 2024|大宮|76.17,2024-2025,3619.08,RM,1187.26,32.81,Midfield,Right Midfield,846.84,23.4,Midfield,"RM(1187min/32.8%), Right Midfield(847min/23.4%), Right Defensive Midfield(812min/22.4%), Right Winger(325min/9.0%), Left Defensive Midfield(223min/6.2%), Left Midfield(102min/2.8%), AM(35min/1.0%), RW(29min/0.8%), LW(21min/0.6%), Left Winger(15min/0.4%), LM(14min/0.4%), RDM(10min/0.3%)",SH,サイドハーフ,RM (Position Group: Midfield)
Futo Yoshihara,Futo Yoshihara,北九州,2025|北九州,2025|北九州|270.49,2024-2025,270.49,Left Wing Back,150.82,55.76,Full Back,Left Winger,68.78,25.43,Wide Attacker,"Left Wing Back(151min/55.8%), Left Winger(69min/25.4%), Right Winger(28min/10.2%), Attacking Midfield(23min/8.6%)",SB,サイドバック,Left Wing Back (Position Group: Full Back)
Gabriel Henrique,Gabriel Henrique,八戸,2025|八戸,2025|八戸|8.87,2024-2025,8.87,Center Forward,8.87,100.0,Center Forward,,,,,Center Forward(9min/100.0%),FW,フォワード,Center Forward (Position Group: Center Forward)
Gabriel Nascimento,Gabriel Nascimento,富山,2024|富山,2024|富山|456.59,2024-2025,456.59,RDM,229.82,50.33,Midfield,LDM,166.32,36.43,Midfield,"RDM(230min/50.3%), LDM(166min/36.4%), RM(60min/13.2%)",CMF,セントラルMF,RDM (Position Group: Midfield)
Gen Matsumura,Gen Matsumura,松本,2025|松本,2025|松本|1283.36,2024-2025,1283.36,Left Center Back,840.66,65.5,Central Defender,Right Center Back,282.12,21.98,Central Defender,"Left Center Back(841min/65.5%), Right Center Back(282min/22.0%), Center Forward(45min/3.5%), Left Midfield(38min/3.0%), Left Wing Back(37min/2.9%), Right Midfield(34min/2.7%), Left Defensive Midfield(7min/0.5%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Genichi Endo,Genichi Endo,岐阜,2024|岐阜,2024|岐阜|977.39,2024-2025,977.39,RCB,559.25,57.22,Central Defender,LCB,309.87,31.7,Central Defender,"RCB(559min/57.2%), LCB(310min/31.7%), CB(108min/11.1%)",CB,センターバック,RCB (Position Group: Central Defender)
Genki Egawa,Genki Egawa,宮崎,2025|宮崎; 2024|宮崎; 2024|FC大阪,2025|宮崎|2302.52; 2024|宮崎|1127.12; 2024|FC大阪|98.40,2024-2025,3528.04,Left Center Back,2274.0,64.46,Central Defender,LCB,1052.1,29.82,Central Defender,"Left Center Back(2274min/64.5%), LCB(1052min/29.8%), RCB(173min/4.9%), Left Back(13min/0.4%), Right Center Back(11min/0.3%), Center Forward(5min/0.1%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Genta Omotehara Genta Omotehara,Genta Omotehara,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|150.15,2024-2025,150.15,Right Midfield,55.74,37.12,Midfield,Left Midfield,46.03,30.66,Midfield,"Right Midfield(56min/37.1%), Left Midfield(46min/30.7%), Center Midfield(32min/21.1%), Left Forward(17min/11.1%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Genta Umiguchi,Genta Umiguchi,MIO Biwako Shiga,2025|MIO Biwako Shiga,2025|MIO Biwako Shiga|196.93,2024-2025,196.93,Right Midfield,196.93,100.0,Midfield,,,,,Right Midfield(197min/100.0%),SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Gentaro Yoshida,Gentaro Yoshida,讃岐,2024|讃岐,2024|讃岐|2238.84,2024-2025,2238.84,LWB,1841.21,82.24,Full Back,LW,397.63,17.76,Wide Attacker,"LWB(1841min/82.2%), LW(398min/17.8%)",SB,サイドバック,LWB (Position Group: Full Back)
Genya Sekino,Genya Sekino,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|1903.64,2024-2025,1903.64,Left Midfield,1341.47,70.47,Midfield,Right Midfield,261.75,13.75,Midfield,"Left Midfield(1341min/70.5%), Right Midfield(262min/13.7%), Center Midfield(238min/12.5%), Center Forward(35min/1.8%), Defensive Midfield(23min/1.2%), Left Winger(4min/0.2%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Gijo Sehata,Gijo Sehata,群馬,2025|群馬,2025|群馬|2092.71,2024-2025,2092.71,Left Midfield,1127.67,53.89,Midfield,Defensive Midfield,367.77,17.57,Midfield,"Left Midfield(1128min/53.9%), Defensive Midfield(368min/17.6%), Right Center Back(212min/10.1%), Left Center Back(170min/8.1%), Left Defensive Midfield(99min/4.7%), Center Midfield(83min/4.0%), Right Winger(33min/1.6%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Gustavo Martini Rissi,Gustavo Martini Rissi,沼津,2025|沼津; 2024|沼津,2025|沼津|890.16; 2024|沼津|741.14,2024-2025,1631.3,Left Center Back,688.56,42.21,Central Defender,RCB,641.42,39.32,Central Defender,"Left Center Back(689min/42.2%), RCB(641min/39.3%), Right Center Back(202min/12.4%), LCB(100min/6.1%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Hagumi Wada,Hagumi Wada,沼津,2024|沼津; 2025|FC大阪,2024|沼津|1921.62; 2025|FC大阪|250.49,2024-2025,2172.11,CF,1921.62,88.47,Center Forward,Center Forward,211.29,9.73,Center Forward,"CF(1922min/88.5%), Center Forward(211min/9.7%), Right Winger(26min/1.2%), Right Midfield(13min/0.6%)",FW,フォワード,CF (Position Group: Center Forward)
Haru Kano Haru Kano,Haru Kano,長野,2025|長野,2025|長野|495.19,2024-2025,495.19,Center Forward,299.49,60.48,Center Forward,Left Winger,61.03,12.32,Wide Attacker,"Center Forward(299min/60.5%), Left Winger(61min/12.3%), Right Winger(60min/12.2%), Left Wing Back(48min/9.7%), Right Wing Back(26min/5.2%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Haruhi Terashima,Haruhi Terashima,奈良,2024|奈良,2024|奈良|248.54,2024-2025,248.54,LB,183.29,73.75,Full Back,LWB,62.42,25.11,Full Back,"LB(183min/73.7%), LWB(62min/25.1%), RWB(3min/1.1%)",SB,サイドバック,LB (Position Group: Full Back)
Haruki Izawa,Haruki Izawa,北九州,2025|北九州; 2024|北九州,2025|北九州|2291.15; 2024|北九州|1772.95,2024-2025,4064.1,Left Defensive Midfield,1441.6,35.47,Midfield,LDM,1362.03,33.51,Midfield,"Left Defensive Midfield(1442min/35.5%), LDM(1362min/33.5%), Left Midfield(415min/10.2%), LM(239min/5.9%), Right Midfield(224min/5.5%), Right Defensive Midfield(143min/3.5%), AM(122min/3.0%), Defensive Midfield(67min/1.7%), RDM(50min/1.2%)",CMF,セントラルMF,Left Defensive Midfield (Position Group: Midfield)
Haruki Oshima,Haruki Oshima,鳥取,2025|鳥取; 2024|YS横浜,2025|鳥取|2159.87; 2024|YS横浜|1816.56,2024-2025,3976.43,CB,1795.56,45.16,Central Defender,Right Center Back,1461.85,36.76,Central Defender,"CB(1796min/45.2%), Right Center Back(1462min/36.8%), Center Back(488min/12.3%), Left Center Back(196min/4.9%), RCB(21min/0.5%), Left Wing Back(14min/0.3%)",CB,センターバック,CB (Position Group: Central Defender)
Haruki Toyama,Haruki Toyama,沼津,2024|沼津; 2025|沼津,2024|沼津|409.23; 2025|沼津|401.06,2024-2025,810.29,RM,141.85,17.51,Midfield,LB,135.83,16.76,Full Back,"RM(142min/17.5%), LB(136min/16.8%), Right Forward(109min/13.4%), Left Midfield(104min/12.8%), Right Winger(90min/11.1%), RB(85min/10.5%), Right Wing Back(28min/3.5%), LM(27min/3.3%), RDM(20min/2.4%), Right Midfield(16min/1.9%), Center Midfield(16min/1.9%), Defensive Midfield(14min/1.7%), Attacking Midfield(12min/1.5%), Left Winger(12min/1.5%)",SH,サイドハーフ,RM (Position Group: Midfield)
Haruto Nakano,Haruto Nakano,沼津,2025|沼津,2025|沼津|251.32,2024-2025,251.32,Right Winger,92.12,36.65,Wide Attacker,Right Midfield,73.48,29.24,Midfield,"Right Winger(92min/36.7%), Right Midfield(73min/29.2%), Center Forward(44min/17.5%), Left Midfield(28min/11.1%), Left Winger(14min/5.5%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker)
Haruto Shirai,Haruto Shirai,琉球,2024|琉球,2024|琉球|482.55,2024-2025,482.55,CF,482.55,100.0,Center Forward,,,,,CF(483min/100.0%),FW,フォワード,CF (Position Group: Center Forward)
Haruto Yoshino,Haruto Yoshino,栃木SC,2025|栃木SC,2025|栃木SC|1865.43,2024-2025,1865.43,Left Midfield,1295.87,69.47,Midfield,Right Midfield,569.56,30.53,Midfield,"Left Midfield(1296min/69.5%), Right Midfield(570min/30.5%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Hayase Takashio,Hayase Takashio,金沢,2024|金沢,2024|金沢|9.67,2024-2025,9.67,LF,9.67,100.0,Wide Attacker,,,,,LF(10min/100.0%),SH,サイドハーフ,LF (Position Group: Wide Attacker)
Hayata Mizuno,Hayata Mizuno,高知,2025|高知; 2024|岩手,2025|高知|2394.14; 2024|岩手|655.26,2024-2025,3049.4,Right Midfield,1543.64,50.62,Midfield,Left Winger,519.68,17.04,Wide Attacker,"Right Midfield(1544min/50.6%), Left Winger(520min/17.0%), RWB(311min/10.2%), LWB(209min/6.8%), Left Wing Back(181min/5.9%), Right Wing Back(150min/4.9%), LW(62min/2.0%), AM(38min/1.3%), RF(35min/1.1%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Hayate Nagakura,Hayate Nagakura,金沢,2025|金沢,2025|金沢|2446.64,2024-2025,2446.64,Left Center Back,1648.97,67.4,Central Defender,Right Center Back,797.67,32.6,Central Defender,"Left Center Back(1649min/67.4%), Right Center Back(798min/32.6%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Hayate Sugii,Hayate Sugii,鹿児島,2025|鹿児島; 2024|長野,2025|鹿児島|3602.55; 2024|長野|2101.56,2024-2025,5704.11,Left Back,3565.17,62.5,Full Back,LCB,1279.15,22.43,Central Defender,"Left Back(3565min/62.5%), LCB(1279min/22.4%), LB(420min/7.4%), LWB(403min/7.1%), Right Back(37min/0.7%)",SB,サイドバック,Left Back (Position Group: Full Back)
Hayate Take,Hayate Take,宮崎,2025|宮崎; 2024|宮崎; 2024|FC大阪,2025|宮崎|1103.87; 2024|宮崎|1062.79; 2024|FC大阪|93.20,2024-2025,2259.86,CF,1064.99,47.13,Center Forward,Center Forward,820.72,36.32,Center Forward,"CF(1065min/47.1%), Center Forward(821min/36.3%), Attacking Midfield(283min/12.5%), AM(91min/4.0%)",FW,フォワード,CF (Position Group: Center Forward)
Hayate Toma,Hayate Toma,福島,2025|福島,2025|福島|2177.20,2024-2025,2177.2,Left Center Back,1347.15,61.88,Central Defender,Right Center Back,830.05,38.12,Central Defender,"Left Center Back(1347min/61.9%), Right Center Back(830min/38.1%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Hayato Asakawa,Hayato Asakawa,松本,2024|松本; 2025|琉球; 2025|松本,2024|松本|1922.43; 2025|琉球|936.82; 2025|松本|515.55,2024-2025,3374.8,CF,1908.78,56.56,Center Forward,Center Forward,1238.94,36.71,Center Forward,"CF(1909min/56.6%), Center Forward(1239min/36.7%), Attacking Midfield(91min/2.7%), Right Winger(52min/1.5%), Left Center Back(30min/0.9%), Right Center Back(24min/0.7%), RF(14min/0.4%), Left Winger(12min/0.3%), Right Wing Back(6min/0.2%)",FW,フォワード,CF (Position Group: Center Forward)
Hayato Hasegawa,Hayato Hasegawa,讃岐,2025|讃岐; 2024|讃岐,2025|讃岐|2577.12; 2024|讃岐|1744.93,2024-2025,4322.05,Right Midfield,2038.53,47.17,Midfield,LM,829.13,19.18,Midfield,"Right Midfield(2039min/47.2%), LM(829min/19.2%), RCB(697min/16.1%), Left Midfield(353min/8.2%), RM(219min/5.1%), Right Center Back(185min/4.3%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Hayato Horiuchi,Hayato Horiuchi,奈良,2025|奈良; 2024|奈良,2025|奈良|2313.47; 2024|奈良|1681.53,2024-2025,3995.0,Left Defensive Midfield,943.82,23.63,Midfield,Left Midfield,911.01,22.8,Midfield,"Left Defensive Midfield(944min/23.6%), Left Midfield(911min/22.8%), LM(761min/19.1%), LCB(601min/15.0%), DM(222min/5.6%), Right Midfield(196min/4.9%), Center Forward(145min/3.6%), RW(98min/2.4%), Right Defensive Midfield(65min/1.6%), Left Back(40min/1.0%), Right Winger(12min/0.3%)",CMF,セントラルMF,Left Defensive Midfield (Position Group: Midfield)
Hayato Ikegaya,Hayato Ikegaya,長野,2024|長野,2024|長野|1970.19,2024-2025,1970.19,RCB,692.83,35.17,Central Defender,CB,681.98,34.61,Central Defender,"RCB(693min/35.2%), CB(682min/34.6%), LCB(548min/27.8%), RB(47min/2.4%)",CB,センターバック,RCB (Position Group: Central Defender)
Hayato Kurosaki,Hayato Kurosaki,FC大阪,2025|FC大阪,2025|FC大阪|385.37,2024-2025,385.37,Right Back,385.37,100.0,Full Back,,,,,Right Back(385min/100.0%),SB,サイドバック,Right Back (Position Group: Full Back)
Hayato Nukui,Hayato Nukui,鳥取,2025|鳥取; 2024|鳥取,2025|鳥取|3333.08; 2024|鳥取|2372.09,2024-2025,5705.17,Left Center Back,3249.9,56.96,Central Defender,LCB,1675.24,29.36,Central Defender,"Left Center Back(3250min/57.0%), LCB(1675min/29.4%), CB(496min/8.7%), LB(201min/3.5%), Right Center Back(83min/1.5%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Hayato Otani,Hayato Otani,金沢,2025|金沢; 2024|金沢,2025|金沢|1580.17; 2024|金沢|869.42,2024-2025,2449.59,Right Wing Back,1044.03,42.62,Full Back,RW,254.4,10.39,Wide Attacker,"Right Wing Back(1044min/42.6%), RW(254min/10.4%), Right Winger(206min/8.4%), Left Wing Back(122min/5.0%), RM(116min/4.7%), Left Winger(109min/4.4%), CF(100min/4.1%), RF(92min/3.8%), AM(92min/3.7%), RWB(85min/3.5%), Left Forward(79min/3.2%), LM(59min/2.4%), LW(38min/1.5%), LF(34min/1.4%), Right Midfield(21min/0.8%)",SB,サイドバック,Right Wing Back (Position Group: Full Back)
Hayato Sugita,Hayato Sugita,松本,2025|松本,2025|松本|2255.75,2024-2025,2255.75,Right Center Back,967.94,42.91,Central Defender,Left Center Back,782.34,34.68,Central Defender,"Right Center Back(968min/42.9%), Left Center Back(782min/34.7%), Center Back(498min/22.1%), Left Winger(7min/0.3%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Hibiki Okazawa,Hibiki Okazawa,高知,2025|高知,2025|高知|771.24,2024-2025,771.24,Defensive Midfield,520.62,67.5,Midfield,Left Wing Back,120.19,15.58,Full Back,"Defensive Midfield(521min/67.5%), Left Wing Back(120min/15.6%), Right Midfield(75min/9.7%), Left Midfield(39min/5.1%), Center Forward(16min/2.1%)",CMF,セントラルMF,Defensive Midfield (Position Group: Midfield)
Hide Higashikawa,Hide Higashikawa,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|240.88,2024-2025,240.88,Center Forward,190.97,79.28,Center Forward,Right Winger,44.83,18.61,Wide Attacker,"Center Forward(191min/79.3%), Right Winger(45min/18.6%), Right Midfield(5min/2.1%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Hideatsu Ozawa,Hideatsu Ozawa,鳥取,2025|鳥取; 2024|鳥取,2025|鳥取|2666.88; 2024|鳥取|2201.38,2024-2025,4868.26,LWB,1689.68,34.71,Full Back,Left Winger,1159.0,23.81,Wide Attacker,"LWB(1690min/34.7%), Left Winger(1159min/23.8%), Left Wing Back(1134min/23.3%), LW(467min/9.6%), Right Wing Back(193min/4.0%), Right Winger(90min/1.8%), Right Midfield(52min/1.1%), LF(44min/0.9%), Left Midfield(39min/0.8%)",SB,サイドバック,LWB (Position Group: Full Back)
Hidenori Takahashi,Hidenori Takahashi,栃木SC,2025|栃木SC,2025|栃木SC|2085.52,2024-2025,2085.52,Right Wing Back,1783.35,85.51,Full Back,Left Wing Back,157.33,7.54,Full Back,"Right Wing Back(1783min/85.5%), Left Wing Back(157min/7.5%), Right Center Back(145min/6.9%)",SB,サイドバック,Right Wing Back (Position Group: Full Back)
Hidetaka Maie,Hidetaka Maie,琉球,2024|琉球,2024|琉球|128.77,2024-2025,128.77,CF,65.71,51.03,Center Forward,RW,63.06,48.97,Wide Attacker,"CF(66min/51.0%), RW(63min/49.0%)",FW,フォワード,CF (Position Group: Center Forward)
Hikaru Arai,Hikaru Arai,今治,2024|今治,2024|今治|2246.53,2024-2025,2246.53,LM,1530.2,68.11,Midfield,RM,374.76,16.68,Midfield,"LM(1530min/68.1%), RM(375min/16.7%), DM(269min/12.0%), AM(72min/3.2%)",SH,サイドハーフ,LM (Position Group: Midfield)
Hikaru Endo,Hikaru Endo,宮崎,2024|宮崎,2024|宮崎|1179.67,2024-2025,1179.67,LM,360.74,30.58,Midfield,RM,314.87,26.69,Midfield,"LM(361min/30.6%), RM(315min/26.7%), LCB(294min/24.9%), RDM(199min/16.9%), AM(11min/1.0%)",SH,サイドハーフ,LM (Position Group: Midfield)
Hikaru Manabe,Hikaru Manabe,宮崎,2025|宮崎; 2024|宮崎,2025|宮崎|1415.99; 2024|宮崎|188.85,2024-2025,1604.84,Left Center Back,1210.44,75.42,Central Defender,RCB,188.85,11.77,Central Defender,"Left Center Back(1210min/75.4%), RCB(189min/11.8%), Right Center Back(99min/6.2%), Right Midfield(98min/6.1%), Center Forward(9min/0.5%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Hinata Konishi,Hinata Konishi,長野,2024|長野; 2025|長野,2024|長野|1222.20; 2025|長野|593.81,2024-2025,1816.01,RF,285.63,15.73,Wide Attacker,RWB,261.63,14.41,Full Back,"RF(286min/15.7%), RWB(262min/14.4%), Left Midfield(197min/10.9%), CF(177min/9.7%), LWB(161min/8.8%), Right Winger(144min/7.9%), Right Midfield(139min/7.6%), AM(103min/5.7%), RB(98min/5.4%), Left Winger(85min/4.7%), RW(85min/4.7%), LF(28min/1.6%), RCB(24min/1.3%), Right Wing Back(16min/0.9%), Center Forward(14min/0.8%)",SH,サイドハーフ,RF (Position Group: Wide Attacker)
Hinata Mukai,Hinata Mukai,沼津,2025|沼津; 2024|沼津,2025|沼津|1222.49; 2024|沼津|16.00,2024-2025,1238.49,Center Forward,497.78,40.19,Center Forward,Right Winger,450.41,36.37,Wide Attacker,"Center Forward(498min/40.2%), Right Winger(450min/36.4%), Left Winger(94min/7.6%), Right Midfield(77min/6.2%), Left Forward(49min/4.0%), Left Midfield(31min/2.5%), Right Forward(23min/1.8%), LF(12min/0.9%), CF(4min/0.4%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Hirofumi Yamauchi,Hirofumi Yamauchi,岐阜,2024|岐阜,2024|岐阜|163.63,2024-2025,163.63,CF,163.63,100.0,Center Forward,,,,,CF(164min/100.0%),FW,フォワード,CF (Position Group: Center Forward)
Hiroki Fujiharu,Hiroki Fujiharu,琉球,2025|琉球; 2024|琉球,2025|琉球|2740.68; 2024|琉球|2131.44,2024-2025,4872.12,Left Back,1487.31,30.53,Full Back,LB,1288.36,26.44,Full Back,"Left Back(1487min/30.5%), LB(1288min/26.4%), Left Center Back(1015min/20.8%), LCB(545min/11.2%), LWB(298min/6.1%), Right Center Back(178min/3.6%), Left Wing Back(60min/1.2%)",SB,サイドバック,Left Back (Position Group: Full Back)
Hiroki Higuchi,Hiroki Higuchi,福島,2025|福島; 2024|福島,2025|福島|2389.47; 2024|福島|1206.63,2024-2025,3596.1,Center Forward,1592.35,44.28,Center Forward,CF,1064.0,29.59,Center Forward,"Center Forward(1592min/44.3%), CF(1064min/29.6%), Right Winger(338min/9.4%), Attacking Midfield(239min/6.6%), Right Forward(220min/6.1%), RF(105min/2.9%), LF(37min/1.0%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Hiroki Maeda,Hiroki Maeda,北九州,2024|北九州,2024|北九州|474.30,2024-2025,474.3,LB,288.92,60.92,Full Back,LCB,185.38,39.08,Central Defender,"LB(289min/60.9%), LCB(185min/39.1%)",SB,サイドバック,LB (Position Group: Full Back)
Hiroshi Futami,Hiroshi Futami,今治,2024|今治,2024|今治|223.75,2024-2025,223.75,RCB,74.55,33.32,Central Defender,LB,70.2,31.37,Full Back,"RCB(75min/33.3%), LB(70min/31.4%), LCB(63min/28.0%), CB(16min/7.3%)",CB,センターバック,RCB (Position Group: Central Defender)
Hiroshi Iwasaki,Hiroshi Iwasaki,栃木SC,2025|栃木SC,2025|栃木SC|2914.71,2024-2025,2914.71,Left Center Back,2914.71,100.0,Central Defender,,,,,Left Center Back(2915min/100.0%),CB,センターバック,Left Center Back (Position Group: Central Defender)
Hiroshi Omori,Hiroshi Omori,栃木SC,2025|栃木SC; 2024|福島,2025|栃木SC|3226.90; 2024|福島|1205.80,2024-2025,4432.7,Right Center Back,2732.77,61.65,Central Defender,LCB,810.23,18.28,Central Defender,"Right Center Back(2733min/61.7%), LCB(810min/18.3%), Center Back(395min/8.9%), RCB(356min/8.0%), Left Center Back(99min/2.2%), RB(15min/0.3%), DM(14min/0.3%), RM(11min/0.2%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Hiroshi Yoshinaga,Hiroshi Yoshinaga,福島,2024|福島; 2025|福島,2024|福島|532.15; 2025|福島|434.53,2024-2025,966.68,LM,187.91,19.44,Midfield,Left Midfield,143.68,14.86,Midfield,"LM(188min/19.4%), Left Midfield(144min/14.9%), Center Midfield(125min/12.9%), LW(105min/10.8%), RF(79min/8.2%), DM(75min/7.7%), Right Forward(57min/5.9%), Left Forward(54min/5.6%), LF(33min/3.4%), Right Midfield(32min/3.3%), Attacking Midfield(23min/2.4%), LB(19min/2.0%), RM(17min/1.7%), LWB(9min/0.9%), RB(8min/0.9%)",SH,サイドハーフ,LM (Position Group: Midfield)
Hiroto Domoto,Hiroto Domoto,岩手,2024|岩手; 2024|YS横浜,2024|岩手|503.89; 2024|YS横浜|330.19,2024-2025,834.08,LW,222.95,26.73,Wide Attacker,LM,191.57,22.97,Midfield,"LW(223min/26.7%), LM(192min/23.0%), RM(171min/20.5%), LWB(136min/16.3%), LF(76min/9.1%), AM(37min/4.4%)",SH,サイドハーフ,LW (Position Group: Wide Attacker)
