player_name,team_name,match_id,match_date,competition_name,season_name,position,position_group,minutes_full_all,source_year
Rodrigo Luiz Angelotti,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Center Forward,Center Forward,32.17,2025
Makoto Okazaki,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Center Back,Central Defender,24.9,2025
Shuto Inaba,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Midfield,Midfield,88.28,2025
Keita Fujimura,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Center Back,Central Defender,101.83,2025
Keito  Kawamura,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Center Forward,Center Forward,101.83,2025
Yoshihito  Kondo,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Center Forward,Center Forward,69.67,2025
Koju Yoshio,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,88.28,2025
Hayate Sugii,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Back,Full Back,101.83,2025
Seiya Take,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,13.55,2025
Mikuto Fukuda,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,24.9,2025
Yoshitaka Aoki,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Back,Full Back,101.83,2025
Kazuki Chibu,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Center Back,Central Defender,76.93,2025
Masayoshi Endo,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,76.93,2025
Kazuak Ihori,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Right Midfield,Midfield,13.55,2025
Joao Vitor Gaudencio Nunes,Kagoshima United FC,1613533,2025-09-20,J3 League,2025,Left Midfield,Midfield,101.83,2025
Kojiro Yasuda,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Right Defensive Midfield,Midfield,101.83,2025
Ren Inoue,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Defensive Midfield,Midfield,18.37,2025
Hayate Take,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Attacking Midfield,Midfield,83.47,2025
Koji Okumura,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,94.37,2025
Shu Yoshizawa,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Attacking Midfield,Midfield,18.37,2025
Kengo  Kuroki,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Right Center Back,Central Defender,101.83,2025
Shogo Rikiyasu,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Defensive Midfield,Midfield,83.47,2025
Yota Shimokawa,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Back,Full Back,101.83,2025
Ken Tshizanga Matsumoto,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,7.47,2025
Hikaru Manabe,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Left Center Back,Central Defender,101.83,2025
Shunya Sakai,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,40.17,2025
Mahiro Ano,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,61.67,2025
Yuma Matsumoto,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Right Back,Full Back,101.83,2025
Keigo Hashimoto,Tegevajaro Miyazaki FC,1613533,2025-09-20,J3 League,2025,Center Forward,Center Forward,101.83,2025
Hayata Mizuno,Kochi United SC,1613523,2025-09-20,J3 League,2025,Right Wing Back,Full Back,22.32,2025
Yusei  Uchida,Kochi United SC,1613523,2025-09-20,J3 League,2025,Center Forward,Center Forward,64.02,2025
Shunya Suzuki,Kochi United SC,1613523,2025-09-20,J3 League,2025,Left Center Back,Central Defender,99.78,2025
Reo Sugiyama,Kochi United SC,1613523,2025-09-20,J3 League,2025,Center Forward,Center Forward,64.02,2025
Riku Kobayashi,Kochi United SC,1613523,2025-09-20,J3 League,2025,Left Midfield,Midfield,22.32,2025
Daisuke  Fukagawa,Kochi United SC,1613523,2025-09-20,J3 League,2025,Defensive Midfield,Midfield,99.78,2025
Daichi Kobayashi,Kochi United SC,1613523,2025-09-20,J3 League,2025,Right Center Back,Central Defender,99.78,2025
Tomoki Yoshida,Kochi United SC,1613523,2025-09-20,J3 League,2025,Right Wing Back,Full Back,77.47,2025
Yui Takano,Kochi United SC,1613523,2025-09-20,J3 League,2025,Left Wing Back,Full Back,88.92,2025
Toshiki Toya,Kochi United SC,1613523,2025-09-20,J3 League,2025,Center Forward,Center Forward,35.77,2025
Shosei Kozuki,Kochi United SC,1613523,2025-09-20,J3 League,2025,Right Midfield,Midfield,99.78,2025
Konosuke  Fukumiya,Kochi United SC,1613523,2025-09-20,J3 League,2025,Center Back,Central Defender,99.78,2025
Masaki  Shintani,Kochi United SC,1613523,2025-09-20,J3 League,2025,Center Forward,Center Forward,35.77,2025
Rinta  Miyoshi,Kochi United SC,1613523,2025-09-20,J3 League,2025,Left Wing Back,Full Back,10.87,2025
Taiga  Sasaki,Kochi United SC,1613523,2025-09-20,J3 League,2025,Left Midfield,Midfield,77.47,2025
Matej Jonjić,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Center Back,Central Defender,99.78,2025
Joe Caletti,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Midfield,Midfield,77.1,2025
Peter Utaka,Tochigi City,1613523,2025-09-20,J3 League,2025,Center Forward,Center Forward,99.78,2025
Ryo Okui,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Back,Full Back,88.47,2025
Toshiki Mori,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Midfield,Midfield,95.67,2025
Byron Gustavo Andrés Vásquez Maragaño,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Forward,Wide Attacker,99.78,2025
Takaya Inui,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Back,Full Back,11.32,2025
Yoshiki Sato,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Back,Full Back,88.47,2025
Yuki Okaniwa,Tochigi City,1613523,2025-09-20,J3 League,2025,Center Midfield,Midfield,99.78,2025
Genya Sekino,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Midfield,Midfield,22.68,2025
Paulo Junichi Tanaka,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Forward,Wide Attacker,95.67,2025
Hiroto  Suzuki,Tochigi City,1613523,2025-09-20,J3 League,2025,Right Back,Full Back,11.32,2025
Keitaro Konishi,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Center Back,Central Defender,99.78,2025
 Takashi Oshima,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Midfield,Midfield,4.12,2025
Atsushi Yoshida,Tochigi City,1613523,2025-09-20,J3 League,2025,Left Forward,Wide Attacker,4.12,2025
Daisuke Takagi,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Center Forward,Center Forward,91.37,2025
Kaito Kamiya,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Center Back,Central Defender,51.58,2025
Shuta Kikuchi,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Right Center Back,Central Defender,103.23,2025
Ryota Iwabuchi,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Center Forward,Center Forward,11.87,2025
Sota Nagai,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Wing Back,Full Back,37.45,2025
Hayato Asakawa,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,51.58,2025
Yu Tomidokoro,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,103.23,2025
Sho Iwamoto,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Midfield,Midfield,78.27,2025
Junya Suzuki,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Center Back,Central Defender,103.23,2025
Sho Hiramatsu,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Right Midfield,Midfield,103.23,2025
Jitsuki Tsuha,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Center Back,Central Defender,51.65,2025
Ryota Araki,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Right Wing Back,Full Back,103.23,2025
Shunsuke Motegi,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Wing Back,Full Back,65.78,2025
Taiga Ishiura,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,51.65,2025
Kazuki Sota,FC Ryūkyū,1613538,2025-09-20,J3 League,2025,Left Midfield,Midfield,24.97,2025
Cheikh Diamanka,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,9.67,2025
Taiyo Igarashi,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Winger,Wide Attacker,93.57,2025
Kensuke Fujiwara,Tochigi SC,1613538,2025-09-20,J3 League,2025,Right Midfield,Midfield,103.23,2025
Hidenori Takahashi,Tochigi SC,1613538,2025-09-20,J3 League,2025,Right Wing Back,Full Back,103.23,2025
Kisho Yano,Tochigi SC,1613538,2025-09-20,J3 League,2025,Center Forward,Center Forward,26.05,2025
Wataru Hiramatsu,Tochigi SC,1613538,2025-09-20,J3 League,2025,Center Back,Central Defender,103.23,2025
Kohei Uchida,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Center Back,Central Defender,103.23,2025
Akito Tanahashi,Tochigi SC,1613538,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,26.05,2025
Taichi Aoshima,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Midfield,Midfield,103.23,2025
Hiroshi  Omori,Tochigi SC,1613538,2025-09-20,J3 League,2025,Right Center Back,Central Defender,103.23,2025
Riita Mori,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Wing Back,Full Back,33.87,2025
Katsuya Nakano,Tochigi SC,1613538,2025-09-20,J3 League,2025,Right Winger,Wide Attacker,77.18,2025
Ryunosuke Ota,Tochigi SC,1613538,2025-09-20,J3 League,2025,Center Forward,Center Forward,77.18,2025
Rennosuke Kawana,Tochigi SC,1613538,2025-09-20,J3 League,2025,Left Wing Back,Full Back,69.37,2025
Takeaki Harigaya,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Center Midfield,Midfield,97.5,2025
Kiichi Yajima,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,61.28,2025
Yuto  Matsunagane,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Back,Full Back,89.67,2025
Masayuki Yamada,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Center Back,Central Defender,97.5,2025
Hiroki Higuchi,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,36.22,2025
Kota Mori,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Forward,Wide Attacker,89.67,2025
Uheiji Uehata,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Midfield,Midfield,97.5,2025
Naoki Suzu,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Back,Full Back,16.5,2025
Toru Shibata,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Back,Full Back,7.83,2025
Kanta Jojo,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Midfield,Midfield,97.5,2025
Tatsuya Anzai,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Back,Full Back,81.0,2025
Kaisei  Kano,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Forward,Wide Attacker,36.22,2025
Kosei Ashibe,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Forward,Wide Attacker,61.28,2025
Ryoma Ishii,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Left Forward,Wide Attacker,7.83,2025
Hayate Toma,Fukushima United FC,1613543,2025-09-20,J3 League,2025,Right Center Back,Central Defender,97.5,2025
Kodai  Minoda,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Center Back,Central Defender,97.5,2025
Mizuki  Kaburaki,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Right Wing Back,Full Back,28.48,2025
Naoto Ando,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,5.67,2025
Hiroto Yukie,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Left Center Back,Central Defender,97.5,2025
Masashi Kokubun,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Right Wing Back,Full Back,69.02,2025
Shoma Otoizumi,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Left Midfield,Midfield,97.5,2025
Daisuke Inazumi,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Left Wing Back,Full Back,97.5,2025
Kai  Sasaki,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,5.67,2025
Aoi Sato,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Defensive Midfield,Midfield,73.38,2025
Kazuma Nagata,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Right Midfield,Midfield,97.5,2025
Ryuji Sawakami,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,91.83,2025
Tatsuya Shirai,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Right Center Back,Central Defender,97.5,2025
 Yuta  Inami,Vanraure Hachinohe,1613543,2025-09-20,J3 League,2025,Center Forward,Center Forward,91.83,2025
Mizuki  Uchida,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Back,Full Back,98.47,2025
Shohei Kawakami,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Winger,Wide Attacker,98.47,2025
Kosei Makiyama,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Left Winger,Wide Attacker,72.83,2025
Akito Ueno,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Left Back,Full Back,98.47,2025
Yuya Tsukegi,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Left Center Back,Central Defender,98.47,2025
Shota Kawanishi,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Center Forward,Center Forward,30.83,2025
Nao Eguchi,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Midfield,Midfield,67.63,2025
Kazuki Iwamoto,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Left Midfield,Midfield,98.47,2025
Yohei Ono,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Center Forward,Center Forward,67.63,2025
Takumi Komatsu,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Center Back,Central Defender,9.75,2025
Soshi Iwagishi,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Left Winger,Wide Attacker,30.83,2025
Shuto Sago,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Winger,Wide Attacker,25.63,2025
Kaito Hayashida,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Right Center Back,Central Defender,88.72,2025
Minto Nishimaru,Kamatamare Sanuki,1613552,2025-09-21,J3 League,2025,Center Forward,Center Forward,98.47,2025
Yuki Muto,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Center Forward,Center Forward,68.55,2025
Ryo Takano,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Left Wing Back,Full Back,89.23,2025
Ryosuke Kawano,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Right Wing Back,Full Back,9.23,2025
Shunsuke   Nishikubo,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Right Wing Back,Full Back,89.23,2025
Yudai Tokunaga,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Right Midfield,Midfield,98.47,2025
Riku Nakayama,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Left Midfield,Midfield,82.88,2025
Rui Osako,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Attacking Midfield,Midfield,60.43,2025
Takumu Fujinuma,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Left Wing Back,Full Back,9.23,2025
Riku Tanaka,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Left Midfield,Midfield,15.58,2025
Ko Watahiki,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Left Center Back,Central Defender,98.47,2025
Daisuke Kato,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Right Center Back,Central Defender,98.47,2025
Kazuki Fukui,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Attacking Midfield,Midfield,98.47,2025
Rintaro Yamauchi,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Center Back,Central Defender,98.47,2025
Ren  Sugimoto,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Attacking Midfield,Midfield,38.03,2025
Takumi Kato,SC Sagamihara,1613552,2025-09-21,J3 League,2025,Center Forward,Center Forward,29.92,2025
Rodrigo Luiz Angelotti,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,26.63,2025
Shuto Inaba,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Midfield,Midfield,62.2,2025
Keita Fujimura,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Midfield,Midfield,13.47,2025
Keito  Kawamura,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,74.53,2025
Yoshihito  Kondo,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,101.17,2025
Koju Yoshio,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Winger,Wide Attacker,101.17,2025
Hayate Sugii,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Back,Full Back,101.17,2025
Takumi Yamaguchi,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Midfield,Midfield,87.7,2025
Kenta Hirose,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Center Back,Central Defender,101.17,2025
Mikuto Fukuda,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Winger,Wide Attacker,13.47,2025
Jo  Soma,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Back,Full Back,26.63,2025
Yoshitaka Aoki,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Back,Full Back,74.53,2025
Kazuki Chibu,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Center Back,Central Defender,101.17,2025
Masayoshi Endo,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Left Winger,Wide Attacker,87.7,2025
Joao Vitor Gaudencio Nunes,Kagoshima United FC,1613577,2025-09-26,J3 League,2025,Right Midfield,Midfield,20.5,2025
Kodai  Minoda,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Center Back,Central Defender,99.6,2025
Seiya Nakano,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,64.02,2025
Mizuki  Kaburaki,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Left Midfield,Midfield,20.15,2025
Naoto Ando,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Right Wing Back,Full Back,37.15,2025
Daiki Yagishita,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Center Back,Central Defender,1.57,2025
Hiroto Yukie,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Left Center Back,Central Defender,101.17,2025
Masashi Kokubun,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Left Midfield,Midfield,81.02,2025
Shoma Otoizumi,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Left Wing Back,Full Back,101.17,2025
Daisuke Inazumi,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Right Wing Back,Full Back,64.02,2025
Kazuma Nagata,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Right Midfield,Midfield,101.17,2025
Ryuji Sawakami,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,101.17,2025
Tatsuya Shirai,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Right Center Back,Central Defender,101.17,2025
Kohei Takahashi,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Defensive Midfield,Midfield,101.17,2025
 Yuta  Inami,Vanraure Hachinohe,1613577,2025-09-26,J3 League,2025,Center Forward,Center Forward,37.15,2025
Manabu Saito,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Midfield,Midfield,27.92,2025
Lucas Breno Sena Lima,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Wing Back,Full Back,68.75,2025
Kaito Miyazaki,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Center Back,Central Defender,96.67,2025
Kaiyo Yanagimachi,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,59.08,2025
Enric Martínez Ros,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Midfield,Midfield,79.02,2025
Keita Shirawachi,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Center Forward,Center Forward,96.67,2025
Kenshiro Suzuki,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,37.58,2025
Naoki Sato,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Wing Back,Full Back,79.02,2025
Kotaro Tokunaga,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Midfield,Midfield,68.75,2025
Kosei Numata,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Center Back,Central Defender,96.67,2025
Yuma Mori,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,96.67,2025
Terukazu Shinozaki,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Center Back,Central Defender,96.67,2025
Shigeo Miyawaki,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Wing Back,Full Back,17.65,2025
Wadi Ibrahim Suzuki,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Left Midfield,Midfield,17.65,2025
Kengo Fujii,FC Azul Claro Numazu,1613590,2025-09-27,J3 League,2025,Right Wing Back,Full Back,27.92,2025
Bevic Moussiti-Oko,FC Gifu,1613590,2025-09-27,J3 League,2025,Center Forward,Center Forward,50.4,2025
Riyo Kawamoto,FC Gifu,1613590,2025-09-27,J3 League,2025,Center Forward,Center Forward,46.27,2025
Akito Fukuta,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Midfield,Midfield,50.4,2025
Dai Hirase,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,5.48,2025
Riku Nozawa,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Center Back,Central Defender,96.67,2025
Jin Izumisawa,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,91.18,2025
Ryo Toyama,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Back,Full Back,96.67,2025
Ryo  Nishitani,FC Gifu,1613590,2025-09-27,J3 League,2025,Center Forward,Center Forward,96.67,2025
Shintaro Kato,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Center Back,Central Defender,96.67,2025
Ryoma Ishida,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Back,Full Back,5.48,2025
Yoshiatsu Oiji,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Back,Full Back,91.18,2025
Ryoma  Kita,FC Gifu,1613590,2025-09-27,J3 League,2025,Left Midfield,Midfield,96.67,2025
Tomoya Yokoyama,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,30.83,2025
Tatsuya Hakozaki,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Midfield,Midfield,46.27,2025
Yushi Yamaya,FC Gifu,1613590,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,65.83,2025
Ryonosuke Kabayama,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Attacking Midfield,Midfield,33.85,2025
Daigo Takahashi,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,84.42,2025
Fumiya Takayanagi,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Left Defensive Midfield,Midfield,99.47,2025
Yuma  Tsujioka,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Left Center Back,Central Defender,99.47,2025
Asahi Yada,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Attacking Midfield,Midfield,65.62,2025
Haruki Izawa,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Defensive Midfield,Midfield,22.2,2025
Koji  Sugiyama,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Center Back,Central Defender,99.47,2025
Kaoru Yamawaki,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Back,Full Back,99.47,2025
Shoma Takayoshi,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Defensive Midfield,Midfield,77.27,2025
Raiki Tsubogo,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,65.62,2025
Seung-Jin Koh,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Center Forward,Center Forward,48.27,2025
Sota Watanabe,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Center Forward,Center Forward,51.2,2025
Shuntaro Kawabe,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,15.05,2025
Kota Hoshi,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Left Back,Full Back,99.47,2025
Futo Yoshihara,Giravanz Kitakyushu,1613591,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,33.85,2025
Hayata Mizuno,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,64.02,2025
Shunya Suzuki,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Wing Back,Full Back,91.37,2025
Reo Sugiyama,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,35.45,2025
Naiki Imai,Kochi United SC,1613591,2025-09-27,J3 League,2025,Center Back,Central Defender,8.1,2025
Daichi Kobayashi,Kochi United SC,1613591,2025-09-27,J3 League,2025,Center Back,Central Defender,91.37,2025
Tomoki Yoshida,Kochi United SC,1613591,2025-09-27,J3 League,2025,Right Center Back,Central Defender,99.47,2025
Yui Takano,Kochi United SC,1613591,2025-09-27,J3 League,2025,Right Midfield,Midfield,99.47,2025
Toshiki Toya,Kochi United SC,1613591,2025-09-27,J3 League,2025,Center Forward,Center Forward,40.73,2025
Eiichi Nakata,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Wing Back,Full Back,8.1,2025
Shosei Kozuki,Kochi United SC,1613591,2025-09-27,J3 League,2025,Right Wing Back,Full Back,99.47,2025
Konosuke  Fukumiya,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Center Back,Central Defender,99.47,2025
Manato Kudo,Kochi United SC,1613591,2025-09-27,J3 League,2025,Left Midfield,Midfield,99.47,2025
Masaki  Shintani,Kochi United SC,1613591,2025-09-27,J3 League,2025,Center Forward,Center Forward,58.73,2025
Naoki   Suto,Kochi United SC,1613591,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,99.47,2025
Daizo Horikoshi,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,50.52,2025
Vinícius de Souza Alves,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,19.78,2025
Ryusei Nose,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,57.25,2025
